Front;Back;LessonID;TopicTags;Family
royalty;royalty;11;auto_frequency,source_google,auto_no_translation;royalty
scales;scales;12;auto_frequency,source_google,auto_no_translation;scales
sunshine;sunshine;1;auto_frequency,source_google,auto_no_translation;sunshine
arrested;arrested;2;auto_frequency,source_google,auto_no_translation;arrested
expanding;expanding;3;auto_frequency,source_google,auto_no_translation;expanding
investigations;investigations;4;auto_frequency,source_google,auto_no_translation;investigations
icq;icq;5;auto_frequency,source_google,auto_no_translation;icq
ripe;ripe;6;auto_frequency,source_google,auto_no_translation;ripe
yamaha;yamaha;7;auto_frequency,source_google,auto_no_translation;yamaha
medications;medications;8;auto_frequency,source_google,auto_no_translation;medications
hebrew;hebrew;9;auto_frequency,source_google,auto_no_translation;hebrew
gained;gained;10;auto_frequency,source_google,auto_no_translation;gained
rochester;rochester;11;auto_frequency,source_google,auto_no_translation;rochester
dying;dying;12;auto_frequency,source_google,auto_no_translation;dying
laundry;laundry;1;auto_frequency,source_google,auto_no_translation;laundry
stuck;stuck;2;auto_frequency,source_google,auto_no_translation;stuck
solomon;solomon;3;auto_frequency,source_google,auto_no_translation;solomon
placing;placing;4;auto_frequency,source_google,auto_no_translation;placing
stops;stops;5;auto_frequency,source_google,auto_no_translation;stops
homework;homework;6;auto_frequency,source_google,auto_no_translation;homework
assessed;assessed;7;auto_frequency,source_google,auto_no_translation;assessed
advertiser;advertiser;8;auto_frequency,source_google,auto_no_translation;advertiser
enabling;enabling;9;auto_frequency,source_google,auto_no_translation;enabling
encryption;encryption;10;auto_frequency,source_google,auto_no_translation;encryption
filling;filling;11;auto_frequency,source_google,auto_no_translation;filling
downloadable;downloadable;12;auto_frequency,source_google,auto_no_translation;downloadable
imposed;imposed;1;auto_frequency,source_google,auto_no_translation;imposed
scsi;scsi;2;auto_frequency,source_google,auto_no_translation;scsi
focuses;focuses;3;auto_frequency,source_google,auto_no_translation;focuses
soviet;soviet;4;auto_frequency,source_google,auto_no_translation;soviet
cu;cu;5;auto_frequency,source_google,auto_no_translation;cu
laboratories;laboratories;6;auto_frequency,source_google,auto_no_translation;laboratories
stronger;stronger;7;auto_frequency,source_google,auto_no_translation;stronger
volumes;volumes;8;auto_frequency,source_google,auto_no_translation;volumes
advances;advances;9;auto_frequency,source_google,auto_no_translation;advances
dns;dns;10;auto_frequency,source_google,auto_no_translation;dns
thumbnails;thumbnails;11;auto_frequency,source_google,auto_no_translation;thumbnails
pty;pty;12;auto_frequency,source_google,auto_no_translation;pty
ws;ws;1;auto_frequency,source_google,auto_no_translation;ws
nuts;nuts;2;auto_frequency,source_google,auto_no_translation;nuts
bizrate;bizrate;3;auto_frequency,source_google,auto_no_translation;bizrate
vienna;vienna;4;auto_frequency,source_google,auto_no_translation;vienna
implied;implied;5;auto_frequency,source_google,auto_no_translation;implied
stanford;stanford;6;auto_frequency,source_google,auto_no_translation;stanford
sox;sox;7;auto_frequency,source_google,auto_no_translation;sox
stockings;stockings;8;auto_frequency,source_google,auto_no_translation;stockings
respondent;respondent;9;auto_frequency,source_google,auto_no_translation;respondent
packing;packing;10;auto_frequency,source_google,auto_no_translation;packing
statute;statute;11;auto_frequency,source_google,auto_no_translation;statute
rejected;rejected;12;auto_frequency,source_google,auto_no_translation;rejected
destroyed;destroyed;1;auto_frequency,source_google,auto_no_translation;destroyed
chapel;chapel;2;auto_frequency,source_google,auto_no_translation;chapel
gamespot;gamespot;3;auto_frequency,source_google,auto_no_translation;gamespot
layers;layers;4;auto_frequency,source_google,auto_no_translation;layers
wordpress;wordpress;5;auto_frequency,source_google,auto_no_translation;wordpress
guided;guided;6;auto_frequency,source_google,auto_no_translation;guided
accredited;accredited;7;auto_frequency,source_google,auto_no_translation;accredited
appliance;appliance;8;auto_frequency,source_google,auto_no_translation;appliance
compressed;compressed;9;auto_frequency,source_google,auto_no_translation;compressed
bahamas;bahamas;10;auto_frequency,source_google,auto_no_translation;bahamas
powell;powell;11;auto_frequency,source_google,auto_no_translation;powell
zoophilia;zoophilia;12;auto_frequency,source_google,auto_no_translation;zoophilia
univ;univ;1;auto_frequency,source_google,auto_no_translation;univ
tub;tub;2;auto_frequency,source_google,auto_no_translation;tub
rider;rider;3;auto_frequency,source_google,auto_no_translation;rider
scheduling;scheduling;4;auto_frequency,source_google,auto_no_translation;scheduling
radius;radius;5;auto_frequency,source_google,auto_no_translation;radius
perspectives;perspectives;6;auto_frequency,source_google,auto_no_translation;perspectives
mortality;mortality;7;auto_frequency,source_google,auto_no_translation;mortality
logging;logging;8;auto_frequency,source_google,auto_no_translation;logging
hampton;hampton;9;auto_frequency,source_google,auto_no_translation;hampton
christians;christians;10;auto_frequency,source_google,auto_no_translation;christians
borders;borders;11;auto_frequency,source_google,auto_no_translation;borders
therapeutic;therapeutic;12;auto_frequency,source_google,auto_no_translation;therapeutic
pads;pads;1;auto_frequency,source_google,auto_no_translation;pads
butts;butts;2;auto_frequency,source_google,auto_no_translation;butts
inns;inns;3;auto_frequency,source_google,auto_no_translation;inns
bobby;bobby;4;auto_frequency,source_google,auto_no_translation;bobby
sheep;sheep;5;auto_frequency,source_google,auto_no_translation;sheep
railroad;railroad;6;auto_frequency,source_google,auto_no_translation;railroad
lectures;lectures;7;auto_frequency,source_google,auto_no_translation;lectures
wines;wines;8;auto_frequency,source_google,auto_no_translation;wines
harder;harder;9;auto_frequency,source_google,auto_no_translation;harder
cups;cups;10;auto_frequency,source_google,auto_no_translation;cups
microwave;microwave;11;auto_frequency,source_google,auto_no_translation;microwave
cheapest;cheapest;12;auto_frequency,source_google,auto_no_translation;cheapest
accidents;accidents;1;auto_frequency,source_google,auto_no_translation;accidents
travesti;travesti;2;auto_frequency,source_google,auto_no_translation;travesti
relocation;relocation;3;auto_frequency,source_google,auto_no_translation;relocation
stuart;stuart;4;auto_frequency,source_google,auto_no_translation;stuart
contributors;contributors;5;auto_frequency,source_google,auto_no_translation;contributors
salvador;salvador;6;auto_frequency,source_google,auto_no_translation;salvador
ali;ali;7;auto_frequency,source_google,auto_no_translation;ali
salad;salad;8;auto_frequency,source_google,auto_no_translation;salad
np;np;9;auto_frequency,source_google,auto_no_translation;np
monroe;monroe;10;auto_frequency,source_google,auto_no_translation;monroe
violations;violations;11;auto_frequency,source_google,auto_no_translation;violations
foam;foam;12;auto_frequency,source_google,auto_no_translation;foam
temperatures;temperatures;1;auto_frequency,source_google,auto_no_translation;temperatures
paste;paste;2;auto_frequency,source_google,auto_no_translation;paste
clouds;clouds;3;auto_frequency,source_google,auto_no_translation;clouds
competitions;competitions;4;auto_frequency,source_google,auto_no_translation;competitions
tft;tft;5;auto_frequency,source_google,auto_no_translation;tft
tanzania;tanzania;6;auto_frequency,source_google,auto_no_translation;tanzania
jvc;jvc;7;auto_frequency,source_google,auto_no_translation;jvc
vibrator;vibrator;8;auto_frequency,source_google,auto_no_translation;vibrator
unsigned;unsigned;9;auto_frequency,source_google,auto_no_translation;unsigned
staying;staying;10;auto_frequency,source_google,auto_no_translation;staying
cosmetics;cosmetics;11;auto_frequency,source_google,auto_no_translation;cosmetics
easter;easter;12;auto_frequency,source_google,auto_no_translation;easter
theories;theories;1;auto_frequency,source_google,auto_no_translation;theories
repository;repository;2;auto_frequency,source_google,auto_no_translation;repository
jeremy;jeremy;3;auto_frequency,source_google,auto_no_translation;jeremy
venice;venice;4;auto_frequency,source_google,auto_no_translation;venice
jo;jo;5;auto_frequency,source_google,auto_no_translation;jo
concentrations;concentrations;6;auto_frequency,source_google,auto_no_translation;concentrations
vibrators;vibrators;7;auto_frequency,source_google,auto_no_translation;vibrators
estonia;estonia;8;auto_frequency,source_google,auto_no_translation;estonia
christianity;christianity;9;auto_frequency,source_google,auto_no_translation;christianity
streams;streams;10;auto_frequency,source_google,auto_no_translation;streams
signing;signing;11;auto_frequency,source_google,auto_no_translation;signing
executed;executed;12;auto_frequency,source_google,auto_no_translation;executed
katie;katie;1;auto_frequency,source_google,auto_no_translation;katie
negotiations;negotiations;2;auto_frequency,source_google,auto_no_translation;negotiations
dt;dt;3;auto_frequency,source_google,auto_no_translation;dt
cgi;cgi;4;auto_frequency,source_google,auto_no_translation;cgi
showcase;showcase;5;auto_frequency,source_google,auto_no_translation;showcase
asks;asks;6;auto_frequency,source_google,auto_no_translation;asks
relax;relax;7;auto_frequency,source_google,auto_no_translation;relax
namibia;namibia;8;auto_frequency,source_google,auto_no_translation;namibia
generating;generating;9;auto_frequency,source_google,auto_no_translation;generating
christina;christina;10;auto_frequency,source_google,auto_no_translation;christina
synopsis;synopsis;11;auto_frequency,source_google,auto_no_translation;synopsis
prairie;prairie;12;auto_frequency,source_google,auto_no_translation;prairie
reunion;reunion;1;auto_frequency,source_google,auto_no_translation;reunion
photographic;photographic;2;auto_frequency,source_google,auto_no_translation;photographic
sells;sells;3;auto_frequency,source_google,auto_no_translation;sells
ecuador;ecuador;4;auto_frequency,source_google,auto_no_translation;ecuador
hoping;hoping;5;auto_frequency,source_google,auto_no_translation;hoping
accessed;accessed;6;auto_frequency,source_google,auto_no_translation;accessed
spirits;spirits;7;auto_frequency,source_google,auto_no_translation;spirits
modifications;modifications;8;auto_frequency,source_google,auto_no_translation;modifications
coral;coral;9;auto_frequency,source_google,auto_no_translation;coral
pixel;pixel;10;auto_frequency,source_google,auto_no_translation;pixel
colin;colin;11;auto_frequency,source_google,auto_no_translation;colin
imported;imported;12;auto_frequency,source_google,auto_no_translation;imported
paths;paths;1;auto_frequency,source_google,auto_no_translation;paths
por;por;2;auto_frequency,source_google,auto_no_translation;por
millennium;millennium;3;auto_frequency,source_google,auto_no_translation;millennium
tribune;tribune;4;auto_frequency,source_google,auto_no_translation;tribune
acids;acids;5;auto_frequency,source_google,auto_no_translation;acids
focusing;focusing;6;auto_frequency,source_google,auto_no_translation;focusing
viruses;viruses;7;auto_frequency,source_google,auto_no_translation;viruses
admitted;admitted;8;auto_frequency,source_google,auto_no_translation;admitted
mem;mem;9;auto_frequency,source_google,auto_no_translation;mem
samoa;samoa;10;auto_frequency,source_google,auto_no_translation;samoa
gc;gc;11;auto_frequency,source_google,auto_no_translation;gc
achieving;achieving;12;auto_frequency,source_google,auto_no_translation;achieving
stickers;stickers;1;auto_frequency,source_google,auto_no_translation;stickers
fisheries;fisheries;2;auto_frequency,source_google,auto_no_translation;fisheries
exceptions;exceptions;3;auto_frequency,source_google,auto_no_translation;exceptions
reactions;reactions;4;auto_frequency,source_google,auto_no_translation;reactions
leasing;leasing;5;auto_frequency,source_google,auto_no_translation;leasing
lauren;lauren;6;auto_frequency,source_google,auto_no_translation;lauren
beliefs;beliefs;7;auto_frequency,source_google,auto_no_translation;beliefs
ci;ci;8;auto_frequency,source_google,auto_no_translation;ci
macromedia;macromedia;9;auto_frequency,source_google,auto_no_translation;macromedia
ashley;ashley;10;auto_frequency,source_google,auto_no_translation;ashley
scroll;scroll;11;auto_frequency,source_google,auto_no_translation;scroll
